title,date_posted,location,description,detail_url,country,state,city,source,company_name,Min Salary,Max Salary,Average Salary
DevOps SysEng,2021-06-15T21:10:08.416654,"Austin, TX","Location: Austin, Texas currently 100% remote, however, must be local to Austin, TX. (Post-Pandemic: this will be a very flexible remote/onsite combination) Willing to consider someone currently in the process of relocating to Austin by the end of December 2021
No C2C or Sponsorship opportunities
Client: Very well-known location-based mobile platform that provides branded programmatic advertising solutions to over 5,000 advertisers and publishers globally. They are doing BIG things for the open Internet, with mobile, digital out-of-home, connected TV and multiple screens with thousands of ad campaigns running across video, social, search and display advertising.
Why are they hiring: Opening another new location and building a team of DevOp Engineers / Architects for the System Engineering division. They need a variety of talent levels (Junior, Mid and Senior)
What's it all about: This team will focus on ground-up architecture for automation, performance tuning and optimization. It will require a variety of technical chops to Design, Setup and Maintain systems. You'll work with conceptual foundations in infrastructure technology, cloud and hybrid-cloud concepts, IAAS and bare-metal provisioning. This includes working with virtualized/containerized applications and services.
Why is this such a big deal: You'll have an opportunity to work with some of the most qualified professionals in the AdTech space, diving into a career path with one of the top mobile advertising companies in the world. Very rare opportunity to break into the digital landscape, without being required to have experience within advertising.
Tech Details:
Scripting & Serialization Languages (bash, python, yaml, json)
Virtualized, Containerized, cloud and bare-metal Linux infrastructure
AWS, GCP, Kubernetes, Docker
Physical server and networking infrastructure
Proxying, HTTPS offloading, Port and IP redirection and how to monitor dataflow at the TCP/IP level
Terraform or IAAS frameworks
Helm or config management solutions
Jenkins, or other build automation and deployment systems
Object-storage paradigms (s3/GCS/ceph)
Structured data (i.e. MySQL), including backups, replication and server performance optimization
Development process (git/github, PRs, commit hooks) surrounding modern languages (golang, java, scala)
Perks:
Competitive, above market compensation and benefits package
Casual, collaborative and engaging culture and team environment
Flexibility, work-life balance and have the opportunity to be self-directed and innovative
Job Type: Full-time
Pay: $90,000.00 - $130,000.00 per year
Benefits:
401(k)
Dental insurance
Flexible schedule
Health insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
COVID-19 considerations:
100% remote until further notice/post-pandemic
Ability to Commute/Relocate:
Austin, TX (Required)
Experience:
DevOps: 1 year (Required)
Linux: 1 year (Required)
Docker: 1 year (Required)
Ansible: 1 year (Required)
Python: 1 year (Required)
JSON: 1 year (Required)
IP networking: 1 year (Required)
Work Location:
Multiple locations
Work Remotely:
Yes","https://www.indeed.com/company/IdentifyUp,-Inc./jobs/Devop-Syseng-b9897f5a5570c653?fccid=efe16618339e9fe0&vjs=3",United States,Texas,Austin,indeed.com,"IdentifyUp, Inc.",90000.0,130000.0,110000.0
Remote SRE coach,2021-06-23T21:05:45,Remote,"Experienced Enterprise Platform Architect with advanced knowledge in the following key areas:

Deployment Architecture (performance, monitoring, operations), Bench-marking (Agile, program managements, network management), Design (compliance, security), Network Engineering (planning, provision).

Experience to lead the transformation of clients through technology by leveraging your knowledge and curiosity of current and future enterprise technologies, methods and approaches. Enable clients to navigate and scale adoption of New IT methodologies and operating models that drive business agility e.g.: Systems Reliability Engineering, scaled Agile frameworks, DevOps, lean architecture. Inspire clients with vision and understanding the art of the possible. Facilitate workshops to engage clients in Delivery and Operational operating models, and transformation governance.

Develop business opportunities that bring innovative technology solutions to a client's ways of working. Focus on building trusted relationship with senior client stakeholders, influencing corporate strategy, and building supporting vision documents. Develop business opportunities by creating strategic innovative technology solutions that transforms and enhances our client's technology offering.

Responsibilities:
Enable clients to navigate and scale adoption of New IT methodologies and operating models that drive business agility using SRE, Agile frameworks, DevOps etc.
Define client's Delivery, Operational and Governance transformation strategy and roadmaps
Lead client DevOps capability assessments and providing industry subject matter expertise on topics like: agile, DevOps, SRE, lean delivery
Create and facilitate workshops to engage clients to define future state roadmaps and models, and transformation governance
Develop business opportunities that bring innovative technology solutions to a client's ways of working
Focus on building trusted relationship with senior client stakeholders, influencing corporate strategy, and building supporting vision documents.
Design and direct all aspects of Continuous Delivery implementation
Advise, lead and work on high impact activities within the systems development lifecycle, and provide advisory across IT.
Requirements:
15+ years advising, scoping and delivering transformative technology services within Banking, Capital Markets, or Insurance industries.
5 years+ managing an SRE (or related) team that operates in a public cloud (AWS), highly distributed environment is preferred
Experience in managing a release pipeline, from planning to deployment to monitoring impact
Previous experience building a new SRE team from the ground up and progressively increasing the teams responsibilities by coaching the team through the process of on-boarding services into the team
A passion for SRE/DevOps principals and a clear drive to remove toil and run highly resilient/automated systems
Experience with DevOps, Continuous Delivery, and related tools, such as GitHub, Jenkins, Docker, Ansible, or equivalents.
Experience in an Agile delivery environment
Experience as a hands-on software engineer so you understand the core principles of the engineering work
Experience supporting customer problems and communication
Experience or interest in speaking/presenting at tech conferences.
Experience in communication and organization in large, distributed teams
A Bachelor's degree is required
Consulting Experience is a plus",https://www.indeed.com/rc/clk?jk=6530f84cef6ccf92&fccid=5033463af3c58699&vjs=3,United States,,,indeed.com,CapB InfoteK,,,
Data Architect,2021-06-21T21:10:08.476920,"Arden Hills, MN 55126","Data Architect
Minneapolis, MN (Remote till Covid is done)
12+ Months
DATA ARCHITECT
As a Data architect, you will be responsible for architecting & engineering data pipelines for enterprise data platform, democratizing datasets, enabling advanced analytics capabilities, integrating data from various systems, and applications. You will work as part of a product team to rapidly design, secure, build, test and release new data enablement capabilities. The role will collaborate closely with other data engineers, architects, consultants and other internal team members & customers
Required skills
· Minimum of 5 years of experience with Data warehousing methodologies and modelling techniques
· Minimum of 5 years of experience with SQL, data integration & data modeling
· 2+ years of hands-on experience in Cloud technologies such as Snowflake, GCP, Azure, AWS, etc.
· Strong experience in working with heterogeneous datasets in building and optimizing data pipelines, pipeline architectures and integrated datasets using various data integration technologies (ETL/ELT, data replication/CDC, message-oriented data movement, API design, etc.)
Preferred skills
· Experience working with Databricks (or Spark)
· Experience working with Qlik technologies (Replicate and Compose)
· Experience working with Snowflake data platform
· Experience with any scripting languages, preferably Python
Interpersonal skills
· Strong leadership, partnership and communication skills
· Ability to coordinate with all levels of the organization to design and deliver technical solutions to business problems
· Ability to influence without authority
Job Types: Full-time, Part-time, Contract
Salary: $85.00 - $90.00 per hour
Schedule:
8 hour shift
Monday to Friday
Education:
Bachelor's (Preferred)
Experience:
Data Warehouse: 10 years (Preferred)
Data Modeling: 10 years (Preferred)
Snowflake, GCP, Azure, AWS: 5 years (Preferred)
ETL/ELT: 5 years (Preferred)
Work Location:
One location
Work Remotely:
Temporarily due to COVID-19",https://www.indeed.com/company/Shark-analytics/jobs/Data-Architect-9ae33aae4b063790?fccid=b957326e0d359f41&vjs=3,United States,Minnesota,Arden Hills,indeed.com,Digital Dhara,176800.0,187200.0,182000.0
Remote Sr. Data Cloud Architect,2021-06-22T21:10:08.556518,"Tampa, FL","Architect, design, develop and deploy end-to-end data analytics solutions in the Cloud for our clients. We are looking for a Cloud Data Architect to be responsible for leading a team of engineers and consultants to deliver technical solutions from architecture through deployment.
Requirements:
Perform overall architecture design, performance tuning/cost management, and implementation of Big Data analytical solutions with GCP and/or AWS cloud environments.
Provide thought leadership to clients to clients to assist with defining their architecture, data, and analytics strategies and AWS or GCP.
Implement end-to-end data analytics solutions (from data ingestion through visualization) for large-scale, complex client environments.
Lead a team of data engineers in designing, developing, testing, and deploying high performance data analytics solutions.
Communicate complex technical topics to non-technical business and senior executives and assist with scoping, architecting and selling cloud data solutions.
Experience:
7+ Data Warehouse architect and delivery experience
2+ years cloud data architect experience
5+ years delivering successful Data Analytics projects
Ability to translate business challenges into Data Analytics solutions
5+ years ETL/ELT/Python programming skills including experience with pipeline orchestration tools, logging, monitoring & alerting, deep troubleshooting, and automated testing & deployments (CI/CD)
Demonstrated ability to effectively and accurately estimate data analytics project work effort.
5+ years leading a development team, mentoring, reviewing code, assigning work
Demonstrated experience working in all phases of full life cycle data analytics development: Requirements, Architecture, Design, Testing, and deployment
Ability to collaborate with client technical executives on strategy, project portfolio management, best practices
Strong presentation skills to be able to author slides and sell a technical solution to clients
Must have a Bachelor's degree in Computer Science, Technology, Computer Information Systems, Computer Applications, Engineering, or a related field.
Contact Period: Between 3-6 months
Job Type: Full-time
Pay: $140,000.00 - $210,000.00 per year
Benefits:
401(k)
Dental insurance
Health insurance
Life insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
Supplemental Pay:
Bonus pay
Education:
Bachelor's (Preferred)
Experience:
Data Cloud Architecture: 2 years (Preferred)
Data Warehouse: 4 years (Preferred)
Leadership/Mentoring: 4 years (Preferred)
Google Cloud Platform: 2 years (Preferred)
AWS: 2 years (Preferred)
Willingness To Travel:
25% (Required)
Work Location:
Multiple locations
Work Remotely:
Yes",https://www.indeed.com/company/Advanced-Tech-Placement/jobs/Remote-Senior-Data-Cloud-Architect-3150a7ec8c64042c?fccid=375e9085c1e98a84&vjs=3,United States,Florida,Tampa,indeed.com,Advanced Tech Placement,140000.0,210000.0,175000.0
Data Engineer,2021-06-22T21:09:24,Remote,"Responsibilities
Work closely with software engineers and architects to extract, transform, and standardize data to prepare for ingest into target sources
Design and develop data services and/or pipelines as part of an Agile/Scrum team
Support continuous process automation for data ingest
Work with program management and engineers to implement and document complex and evolving requirements
Perform multiple tasks simultaneously and successful perform under changing requirements and deadlines
Help cultivate an environment that promotes customer service excellence, innovation, collaboration, and teamwork
The person shall apply established engineering and management principles to specifications and documentation of systems developed
Requirements
Basic Requirements:
Must be a US Citizen
Must be able to obtain a DHS Public Trust
7+ years of IT experience including experience in design, management, and solutioning of large, complex data sets and models.
Experience handling multiple tasks, changing priorities, and timely action
Experience with developing data pipelines from many sources for structure and unstructured data sets in a variety of formats
Proficiency developing data extraction, transformation, and loading (ETL) processes, and performing test and validation steps
Proficiency with Python, R, and SQL languages, as well as various command line interfaces (Linux, AWS, Git Bash, etc.)
Demonstrated experience translating business and technical requirements into comprehensive data strategies and analytic solutions
Mid-level expertise in developing and managing data technologies, technical operations, reusable data services, and related tools and technologies
Demonstrated ability to adequately plan and meet delivery objectives and maintain adequate service levels in a highly dynamic, complex environments
Experienced in optimizing database querying, data manipulation and population using SQL and PL/SQL in Oracle, MySQL, PostgreSQL databases
Hands on experience with software upgrade and deployment documentation
Experience in Data Warehouse/Data Mart Development Life Cycle using Dimensional modeling of STAR, SNOWFLAKE schema, Fact and Dimension tables
Good understanding of development lifecycle of projects with PostgreSQL database, Azure Cloud platform and Power BI and Tableau Visualization Tools
Experience writing and modifying ETL design documentation, Test case documentation and standard operating procedures (SOP) documentation
Experience in developing Shell scripts on UNIX
Familiarity with Hive, Hadoop, Kylin, and other big data analytic tools
Additional/Desired Requirements:
Experience with DHS and knowledge of DHS standards a plus
Demonstrated experience translating business and technical requirements into comprehensive data strategies and analytic solutions
Demonstrated ability to communicate across all levels of the organization and communicate technical terms to non-technical audiences with an impeccable attention to detail
Job Types: Full-time, Contract
Pay: $70.00 - $85.00 per hour
Schedule:
8 hour shift
Education:
Bachelor's (Required)
Experience:
SQL: 1 year (Required)
Data Warehouse: 1 year (Required)
Full Time Opportunity:
Yes
Work Location:
Fully Remote
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
COVID-19 Precaution(s):
Remote interview process",https://www.indeed.com/company/JPI/jobs/Data-Engineer-e29edc43ed95a924?fccid=c8a6545b36acd861&vjs=3,United States,,,indeed.com,JPI,145600.0,176800.0,161200.0
Enterprise Data Architect,2021-06-22T21:10:08.608727,Remote,"ROLE SYNOPSIS
Data-Platform Architecture is a collaborative discipline, and it plays a critical role in the integration of our businesses. Data-Platform Architects connect all the digital disciplines and the consumers and procurers of IT, in order to create an integrated, flexible, effective Data-Platform architecture.
Data platform architecture specializes on our data and analytics platforms that provide the capability to progress data through its value chain: information > knowledge > insight > experience.
KEY ACCOUNTABILITIES
Strategy: You will be accountable for the overall data and analytics platform architecture including architecture vision, principles, technology reference model and roadmaps.
Design Authority: You will establish design authority for data and analytics platforms, endorsing design decisions through your own design authority and other decision forums as significance / impact dictates, ensuring implementation compliance.
Capability: You will build the data platform architecture team capability and ensure appropriate architecture resourcing levels to meet activity demand.
Architecture: You rigorously develop data-platform and data-solution architectures, seeking practical solutions that optimize and re-use capabilities. You will be seen by commercial teams as the source of technology guidance on the full range of architecture topics.
You will be responsible for building technical designs of platforms, services or products and will care passionately about the integrity of the Digital capabilities you develop. You will define future platform strategies and services, to support business need. You will collaborate with commercial colleagues to compare the cost implications of alternative strategies, as well as manage the governance of architecture. You will manage the balance of competing financial, technical and business requirements to produce optimal platform and solution architectures.
Technology: You are an excellent technologist and have a passion for understanding and learning. You will contribute to digital transformation initiatives from an architectural perspective, facilitating the delivery of solutions. You will bring good hands-on skills in key technologies, and an ability to rapidly assess new technologies with a commercial mindset.
Safety and Compliance: The safety of our people and customers is our highest priority. You will advocate and help ensure our architectures, designs and processes enhance a culture of operational safety and improve our digital security.
Team: You will lead several delivery teams directly or by influence. You will play an integral role in building the team’s skillset while demonstrating your leadership values through delegation, motivation and trust. You will not just lead, but ""do"".
Relationships: You will build strong relationships across the business and Digital teams, advising and influencing leaders on technology. You will act as a technology mentor within Digital teams and inspire people to engage with technology as a driver of change. You will understand the long-term needs of the solutions you are developing, and enable delivery by building a rapport with team members both inside and outside of client.
FORMAL EDUCATION
A Bachelor's (or higher) degree, ideally in Computer Science, MIS/IT, Mathematics, hard science, or equivalent work experience.
DESIRABLE CRITERIA
Experience in defining data and analytics platform strategy and architectures. You work closely with senior stakeholders to explain your vision and influence their thinking.
Establishing design authority for large architecture domains. You endorse design decisions within the scope of your own design authority, ensuring implementation compliance.
Enthusiastic about developing people and architecture discipline capability. You build high performance architecture teams with a strong sense of purpose and community.
A confirmed background in architecture with real-world experience of architecting, designing, and delivering transformational projects. You love envisaging the art of the possible and making that a reality.
Deep-seated functional knowledge of key technology sets. You are comfortable rolling up your sleeves, getting involved, and diving into delivery challenges.
Experience in being part of a tight-knit delivery team. You accomplish exceptional project outcomes in a respectful and supportive culture.
A proven grasp of architecture development and design thinking in an agile environment. You adapt delivery techniques to drive outstanding project delivery.
The ability to relate complex topics in simple and accessible language.
Essential Skills
Data and Analytics Platform Architectures and Technologies
Requirements Definition and Management
Solution Architecture
Technical Specialism
Systems Integration
Innovation
Data Analysis
Desirable Skills
Operational and Big Data Processing Architectures
Microsoft / Azure and AWS Data Platform Technologies
Emerging Technology Monitoring
Systems Design
User Experience Analysis
Business Risk Management
Capacity Management
Network Design
Service Acceptance
Systems Development Management
IT Strategy and Planning
Business Modelling
Job Types: Full-time, Contract
Pay: $750.00 - $850.00 per day
Work Location:
Fully Remote
COVID-19 Precaution(s):
Remote interview process
Virtual meetings",https://www.indeed.com/company/Cirrus-Nexus/jobs/Enterprise-Data-Architect-09a746168a05a900?fccid=fcd496577b10f5cc&vjs=3,United States,,,indeed.com,Cirrus Nexus,,,
Technical Architect [WFH / 100% Remote],2021-05-25T21:10:07.922062,"Seattle, WA","We are looking to hire an experienced IT Architect to join our team in support of one of our clients that is undergoing an exciting transformation of their business, facilitated by a complete transformation of their technology environment.

This situation offers a unique opportunity for the right person to help guide and deliver on a new technology vision for the company.
This position will be responsible for leading the design and execution of IT technical, application and integration architectures.
The primary objective of this role is to ensure that our many new solutions are designed and implemented to produce a flexible, secure and highly resilient technical environment that supports our business.
You’ll be a key technical leader on the IT team, interfacing with business and IT leaders, as well as working in the trenches with our partners to deliver solutions.
The scope of work will focus primarily on technical strategy, design and implementation of new platforms and projects.
Responsibilities will include:
Lead the technical architecture and implementation of our transformation projects.
Technical hands-on delivery and troubleshooting key integrations.
Develop architectural and technical standards to guide the development of solutions and the selection of partners and 3rd party products.
Consult with project teams and business leaders to ensure we are incorporating sound technical considerations in the scope, time and cost of new projects.
Audit our partner performance and cost effectiveness to ensure we are getting good value and that our environments are performing to business expectations.
Work with our IT Business Operations Manager to evolve our IT processes to optimize our performance within the limits of our small team and heterogeneous partner environment.
Assist the CIO and leadership team as needed
Why we think this job is great:
It’s a remote full-time, 100% remote position where you’ll work from home with tech provided by the company
You’ll have clear goals and the training resources you need to deliver. How you execute and deliver is up to you
Eligible for benefits like medical, dental, vision.
Requirements:
Minimum of 10 years as an IT professional.
Minimum of 5 years working in an architecture role. Minimum of 5 years in a business facing IT role.5+ years in IT consulting preferred.
Strong, current, and hands-on technical skills and experience including architecture, design, engineering, capacity planning, technical troubleshooting, networking, security.
Recent experience migrating applications and environments to public and private cloud solutions including: AWS, Azure, Rackspace, Google.
Depth of experience working in a heterogeneous technology environment that includes iSeries/AS400, SAP/Hybris, Salesforce, MS Dynamics, InforXA, Snowflake, Matillion, Qlik, AWS, Azure, Rackspace, Microsoft, SQL Server, and Apple.
Bachelor's degree required, masters in a technical field preferred.
About Us

Bold Business is a remote-first, global outsourced-solutions company with over $7B in service solutions over the past 25 years. Our international team helps the world’s leading companies transform their ideas into bold impacts. From Fortune 500 organizations looking to reduce operational costs by 40%-60% to fast-growth startups looking to scale, we work behind the scenes and empower companies to do more for less.

If you like to move fast and have a bias for action, you’ll fit right into our fast-paced, results-based environment. We’re a 100% remote/virtual team environment where you can work from wherever you are.",https://www.indeed.com/rc/clk?jk=5dae2e4e595e19c6&fccid=f8cff51ef12108db&vjs=3,United States,Washington,Seattle,indeed.com,Bold Business,14560.0,14560.0,14560.0
Sr. Software Architect (Cloud Solutions) - Remote,2021-05-25T21:10:08.697681,"Baltimore, MD 21205 (Pulaski Industrial Area area)","Job Description Summary
Job Description
Be part of something bigger!
BD is one of the largest global medical technology companies in the world and is advancing the world of health by improving medical discovery, diagnostics and the delivery of care. We have over 65,000 employees and a presence in virtually every country around the world to address some of the most sophisticated global health issues.
By aligning and simplifying our work, our Integrated Diagnostic Solutions (IDS) business unit aims to drive growth and innovation around everything from integrated specimen management to diagnostic and Informatics solutions.
We are looking for a Cloud Architect to manage our cloud based Point of Care Informatics solutions. (AWS preferred). The ideal candidate will play a strategic role in designing and maintaining cloud systems required for our Point of Care Informatics products.
Responsibilities:
To serve as a primary technical associate of the R&D team in assisting in confirming customer success in creating applications and services on the AWS platform.
A solid understanding of cloud computing and technology systems, as well as experience designing and transferring applications to the cloud.
Understanding of software design/systems/architecture concepts and their application in a professional environment within a software team structure.
Understanding of different software development lifecycle methodologies, primarily Agile and SAFe
Create a well-informed cloud strategy and manage the adaption process. Regularly evaluate cloud applications, hardware, and software.
Develop and organize cloud systems working with OEM partner products.
Work closely with IT security to monitor the company's cloud privacy.
Respond to technical issues in a professional and timely manner.
Identify the top cloud architecture solutions to successfully meet the strategic needs of the BU.
Coach and mentor a small technical team of software engineers and testers.
Strong understanding of AWS core services
Hands-on experience working with AWS Lambda, SQS, S3, CloudWatch, Cognito, DynamoDB and API Gateway
A strong understanding of the SLA agreements on each AWS service and how they interact with each other
Experience with Docker and Kubernetes
Additional experience
Knowledge of Windows networking fundamentals
Performance optimization and profiling application
Demonstrated ability to comprehend and debug complex software systems
Experience working in a regulated (FDA) environment with medical instrumentation is a plus
Requirements:
BS (MS preferred)in Computer Science, Computer Engineering, Information Technology, or relevant field.
8-10 years' experience designing, executing, and supporting IT cloud solutions.
Positive attitude and a strong commitment to delivering quality work.
Excellent knowledge of cloud computing technologies and current computing trends.
Effective communication skills (written and verbal) to properly articulate complicated cloud reports to management and other IT development partners.
Click on apply if this sounds like you!
We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform crucial job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.
Why join us?
A career at BD means being part of a team that values your opinions and contributions and that empowers you to bring your authentic self to work. Here our associates can fulfill their life’s purpose through the work that they do every day.
You will learn and work alongside inspirational leaders and colleagues who are equally passionate and committed to fostering an inclusive, growth-centered, and rewarding culture. Our Total Rewards program — which includes competitive pay, benefits, continuous learning, recognition, career growth, and life balance components — is designed to support the varying needs of our diverse and global associates.
Becton, Dickinson and Company is an Equal Opportunity Employer. We do not unlawfully discriminate on the basis of race, color, religion, age, sex, creed, national origin, ancestry, citizenship status, marital or domestic or civil union status, familial status, affectional or sexual orientation, gender identity or expression, genetics, disability, or any other protected status.
#li-pro
Primary Work Location
USA MD - Sparks - 7 Loveton Circle
Additional Locations
USA NJ - Franklin Lakes
Work Shift
US BD 830am-5pm FLakes Core Hours (United States of America)",https://www.indeed.com/rc/clk?jk=a021cc6b2277cb57&fccid=f33adcecbae03a00&vjs=3,United States,Maryland,Baltimore,indeed.com,BD,,,
"Security Architect, US - Remote Opportunity",2021-05-25T21:10:08.741488,"Irving, TX","What makes Gartner a GREAT fit for you? When you join Gartner, you’ll be part of a team with a no-limits mindset that helps the world become smarter and more connected. We’re the world’s leading research and advisory company that steers clients toward the right decisions with business and technology insights they can’t find anywhere else. Our associates enjoy a collaborative work environment with exceptional training and career development. If you like working with a curious, supportive, high-performing team, Gartner is the place for you.
Interested in learning more, view and register for any of our upcoming recruiting events here!
Position Summary
The security architect plays an integral role in defining and assessing security strategy, architecture and practices. This person will be required to effectively translate business objectives and risk management strategies into specific security processes enabled by security technologies and services.
Primary Responsibilities
Develop and maintain a security architecture process that enables the enterprise to develop and implement security solutions and capabilities that are clearly aligned with business, technology and threat drivers.
Develop and maintain security architecture artifacts (models, templates, standards and procedures) that can be used to leverage security capabilities in projects and operations.
Assess and manage vendor information security risk across the organization.
Participate in application and infrastructure projects to provide security planning advice.
Conduct threat modeling of services and applications that tie to the risk and data associated with the service or application.
Conduct security assessments of internal systems, applications and IT infrastructure as part of the overall risk management practice of the organization.
Review network segmentation to ensure least privilege for network access.
Ensuring software products meet regulatory and security compliance requirements.
SaaS providers
Cloud/infrastructure as a service (IaaS) providers
Assess the providers' SSAE 16 SOC 1 and SOC 2 audit reports (or alternative sources) for security-related deficiencies and required ""user controls,"" and report any findings to the CISO and vendor management teams.
Conduct vulnerability assessments and other security reviews of systems, and prioritize remediation based on the risk profile of the asset and guidance from the CISO or other executive management.
Conduct code reviews of applications to determine security flaws or other issues that would impact the confidentiality, integrity or availability of the system.
Coordinate with DevOps teams to advocate secure coding practices and escalate concerns related to poor coding practices to the CISO or the individual responsible for the overall security direction.
Review security technologies, tools and services, and make recommendations to the broader security team for their use based on security, financial and operational metrics.
Take ownership of assignments & drive them to completion.
Work collaboratively across functional areas for innovation to turn new ideas into reality.

Job Requirements
Education
Bachelor's or master's degree in computer science, information systems, cybersecurity or a related field.
Security and Technical Experience
The senior security architect should have 7-10 years of direct, documented and verifiable experience with the following:
Required Technical and Professional Expertise
Proven Communication, collaboration, and critical thinking skills
Experience working in security areas dealing with security controls, secure engineering, vulnerabilities, and audits, etc.
Documented experience and a strong working knowledge of the methodologies to conduct threat-modeling exercises on new applications and services
Working knowledge of cloud technologies with the ability to describe security concerns and what the impact might be for an organization.
Full-stack knowledge of IT infrastructure:
Applications
Databases
Operating systems (Windows, Unix and Linux)
Hypervisors
IP networks (WAN, LAN)
Preferred Technical and Professional Expertise
10+ years of experience in the design and implementation of complex IT systems
5-7+ years of experience in Information Security and proven experience in security architecture assessment and/or third party/vendor risk management
Experience reviewing application code for security vulnerabilities
Experience with GRC tools and implementations
Direct, hands-on experience using vulnerability management tools
Strong familiarity with OWASP Top Ten, NIST, and CIS
Understanding and working experience with cloud/server/container security tools
Domain expertise in cloud network infrastructure technologies.

Required Certifications
The security architect will evidence his or her knowledge of security and risk management through ongoing continuing professional education. The ideal candidate will maintain one or more of the following certifications. CISSP,CCSP, AWS or Azure Security, CEH.
Job Requisition ID:45661
By submitting your information and application, you confirm that you have read and agree to the country or regional recruitment notice linked below applicable to your place of residence.
Gartner Applicant Privacy Link: https://jobs.gartner.com/applicant-privacy-policy
For efficient navigation through the application, please only use the back button within the application, not the back arrow within your browser.",https://www.indeed.com/rc/clk?jk=c7b9a70a3d45fe40&fccid=be293f1def77a963&vjs=3,United States,Texas,Irving,indeed.com,Gartner,,,
Cloud Solution Architect,2021-06-22T21:10:08.754769,Remote,"Panum is currently seeking a Cloud Solutions Specialist for the USDA in Kansas City.
Primary Responsibilities include: Application migration to the multi-cloud in the project delivery cycle with hands on experience migrating customers/projects to the cloud. This role will work closely with clients, partners and other business units to ensure consulting engagements are successful. This role includes ownership of technical, commercial and service elements related to cloud migration project engagements along with building IaaS/PaaS infrastructure landing zones. Experience with cloud migration technologies such as AWS SMS, TCO, and Cost analysis. Strong Experience on hybrid cloud solutions and experience of integrating public cloud into tradition hosting/delivery models Implement cloud migration techniques and workflows (on premise to Cloud Platforms).
Qualifications:
3+ years of experience working with Public Cloud Providers such as AWS, GCP, Azure, etc.
2+ years of experience with designing cloud implementation architectures and solutions using PaaS, DevOps & Advanced Application coding.
3+ years of experience with application transformation and modernization & data migrations projects.
Experience with various Continuous Integration and Continuous Delivery (CI/CD), Source Code Repos and configuration management tools, technologies and best practices.
Experience with performing discovery and assessment of customer's overall applications portfolio, IT and business priorities and customer insights to create a modernization roadmap.
Experience of cloud architectures and solutions using PaaS, DevOps & Advanced Application coding.
Strong knowledge on software development methodologies like Agile/Scrum, Kanban etc. Broad understanding of enterprise project life cycle.
Experience architecting and deploying multi-tiered applications.
Job Type: Full-time
Benefits:
401(k)
Dental insurance
Health insurance
Paid time off
Vision insurance
Schedule:
8 hour shift
Application Question(s):
What salary range are you seeking?
Experience:
Public Cloud Providers such as AWS, GCP, Azure, etc.: 3 years (Required)
Work Location:
Fully Remote
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
COVID-19 Precaution(s):
Remote interview process",https://www.indeed.com/company/Panum-Group/jobs/Cloud-Solution-Architect-c20f44d02d30cbee?fccid=4da6990a36940700&vjs=3,United States,,,indeed.com,Panum Group,,,
Sr. Solutions Architect,2021-06-22T21:04:00,Remote,"Sr. Solutions Architect (Technology - Software), San Francisco. Can base remotely from anywhere in the US. Salary: $150K to $300K. Guide and enable engineers to present solutions, supporting product development & strategic technology. Involved with product architect artifacts, real time & documentation (ERDS, sequence diagrams , process flows), cost analysis, capacity planning, design, scaling, data modeling, AWS services, test automation networks. Requires 5+ years progressively responsible technology experience, strong domain experience in designing consumer facing digital products. i.e. ecommerce, social, media platforms, experience in designing and developing full stack solutions, a background navigating ambiguity on requirements and scope, and managing multiple disparate projects with competing deadlines, deep experience in integration pattern designs including operational safeguards and nuances to take into consideration as well as anti-patterns to avoid, experience designing graphQL APIs as well as microservice design principles, knowledge of data consistency, immutability, and idempotent design patterns, competent coding proof-of-concept solutions, expertise implementing and operating AWS services: Lambda, Elasticsearch, DyanmoDB, RDS, SNS, SQS, Kinesis, Neptune, Redis, experience designing and developing Rest, Websocket, and GraphQL integrations, experience in test automation frameworks and implementing automated test suits within CI/CD pipelines, experience in data modeling in relational and NoSQL data stores (AWS DynamoDB, AWS Neptune, etc).
Job Type: Full-time
Pay: $150,000.00 - $300,000.00 per year
Benefits:
Health insurance
Schedule:
8 hour shift
Work Location:
Fully Remote",https://www.indeed.com/company/Bryant-Associates/jobs/Senior-Solution-Architect-f9386b9ff18805ba?fccid=bc7967c5374fb511&vjs=3,United States,,,indeed.com,Bryant Associates,150000.0,300000.0,225000.0
